orden_id,placa_vehiculo,origen,destino,peso_kg,fecha_entrega,estado,duracion_min,distancia_km,cliente_id
ORD-06384,LMN-051,Lima Centro,Piura,2046.89,2025-11-21 04:51:00,Completado,2629,917.81,CLI-036
ORD-06385,LMN-051,Lima Centro,Cusco,4604.81,2025-09-30 01:47:00,Completado,4770,1089.78,CLI-004
ORD-06386,JKL-600,Callao,Bellavista,4408.51,2025-10-22 21:22:00,Pendiente,,6.3,CLI-035
ORD-06387,JKL-600,Lima Centro,Surco,508.02,2026-03-03 11:55:00,Completado,56,11.55,CLI-015
ORD-06388,TUV-300,Lima Centro,Iquitos,577.35,2026-01-18 10:29:00,Pendiente,,1232.57,CLI-031
ORD-06389,JKL-600,Lima Centro,Trujillo,3633.75,2026-04-12 22:51:00,En tránsito,1551,506.73,CLI-019
ORD-06390,DEF-400,Lima Centro,Piura,3800.58,2026-03-23 03:22:00,Pendiente,,872.88,CLI-008
ORD-06391,TUV-301,Miraflores,Barranco,1738.57,2025-07-28 02:56:00,Completado,18,4.61,CLI-006
ORD-06392,GHI-501,Lima Centro,Miraflores,750.44,2026-03-04 13:58:00,Completado,24,7.83,CLI-028
ORD-06393,GHI-500,Lima Centro,Iquitos,4375.18,2025-05-29 10:42:00,Completado,3597,1244.4,CLI-015
ORD-06394,LMN-051,Lima Centro,Chiclayo,3042.23,2025-09-12 13:27:00,Pendiente,,700.63,CLI-040
ORD-06395,GHI-500,Lima Centro,Tacna,3997.77,2025-12-06 07:17:00,Completado,3698,1230.58,CLI-036
ORD-06396,LMN-050,Lima Centro,Surco,2576.34,2025-04-03 05:24:00,Fallido,39,11.54,CLI-042
ORD-06397,XYZ-101,Lima Centro,Surco,2765.9,2025-07-20 03:19:00,Completado,37,11.36,CLI-014
ORD-06398,XYZ-102,Miraflores,Chorrillos,479.18,2025-01-31 21:23:00,Completado,34,7.78,CLI-041
ORD-06399,GHI-501,Lima Centro,Villa El Salvador,590.91,2026-05-16 06:22:00,Completado,82,24.72,CLI-001
ORD-06400,QRS-201,Lima Centro,San Juan de Lurigancho,4891.25,2025-05-29 15:12:00,Completado,63,22.34,CLI-013
ORD-06401,GHI-500,Lima Centro,Trujillo,3748.64,2025-03-31 07:49:00,Completado,2123,548.08,CLI-025
ORD-06402,XYZ-101,Lima Centro,San Isidro,1763.91,2026-05-13 13:35:00,En tránsito,24,10.09,CLI-043
ORD-06403,XYZ-102,Lima Centro,Piura,644.59,2026-04-23 08:42:00,Pendiente,,872.88,CLI-049
ORD-06404,QRS-201,Miraflores,Chorrillos,1571.85,2025-12-15 15:19:00,En tránsito,16,7.64,CLI-029
ORD-06405,DEF-401,Lima Centro,Villa El Salvador,2461.16,2025-03-19 18:40:00,En tránsito,81,24.54,CLI-029
ORD-06406,JKL-600,Lima Centro,Chiclayo,1252.43,2026-02-19 01:24:00,Completado,1543,622.59,CLI-010
ORD-06407,LMN-051,Miraflores,Chorrillos,1600.48,2025-09-17 01:38:00,Completado,23,8.14,CLI-043
ORD-06408,XYZ-102,Lima Centro,Comas,1590.82,2025-07-08 04:32:00,Completado,87,17.1,CLI-005
ORD-06409,GHI-501,Lima Centro,Arequipa,3267.91,2025-02-14 21:28:00,Fallido,2143,976.13,CLI-039
ORD-06410,LMN-051,Lima Centro,Surco,4223.58,2025-06-16 06:15:00,Completado,41,10.85,CLI-024
ORD-06411,DEF-400,Lima Centro,Cusco,4728.25,2025-05-22 13:43:00,En tránsito,2793,1318.5,CLI-023
ORD-06412,LMN-050,Lima Centro,Chiclayo,85.67,2025-09-01 13:57:00,Completado,3194,665.48,CLI-013
ORD-06413,ABC-001,San Isidro,La Molina,2460.47,2025-09-09 16:04:00,Completado,30,15.22,CLI-031
ORD-06414,LMN-051,Lima Centro,Surco,538.26,2025-06-03 11:06:00,En tránsito,35,12.2,CLI-045
ORD-06415,XYZ-102,Callao,Bellavista,1949.12,2026-02-01 06:34:00,Completado,20,5.44,CLI-030
ORD-06416,TUV-300,Lima Centro,San Juan de Lurigancho,295.59,2025-08-07 23:04:00,Completado,99,20.93,CLI-034
ORD-06417,GHI-501,Lima Centro,Piura,2368.58,2025-07-15 17:19:00,Fallido,3050,793.88,CLI-013
ORD-06418,GHI-500,Lima Centro,Callao,1593.07,2025-11-06 01:29:00,Fallido,71,16.31,CLI-018
ORD-06419,DEF-400,San Isidro,La Molina,62.77,2025-05-01 00:42:00,Completado,30,14.57,CLI-047
ORD-06420,TUV-300,Lima Centro,Surco,2423.07,2025-11-11 01:32:00,En tránsito,27,11.31,CLI-002
ORD-06421,XYZ-101,Lima Centro,San Juan de Lurigancho,4048.47,2026-02-26 12:15:00,Completado,91,21.81,CLI-011
ORD-06422,ABC-001,Lima Centro,Villa El Salvador,1345.51,2025-04-24 13:39:00,En tránsito,114,23.54,CLI-042
ORD-06423,XYZ-102,Lima Centro,Cusco,1815.36,2025-06-19 18:03:00,Fallido,3337,1158.57,CLI-010
ORD-06424,TUV-301,Lima Centro,San Juan de Lurigancho,1069.85,2026-02-27 21:58:00,Completado,68,24.05,CLI-049
ORD-06425,GHI-500,Callao,Bellavista,1560.88,2026-05-08 18:29:00,Fallido,27,5.84,CLI-013
ORD-06426,ABC-001,Callao,Bellavista,3185.61,2025-10-28 13:18:00,Fallido,14,6.39,CLI-046
ORD-06427,LMN-050,Lima Centro,Callao,4418.3,2025-11-15 22:29:00,En tránsito,37,15.6,CLI-006
ORD-06428,LMN-050,San Isidro,La Molina,501.08,2025-05-05 03:58:00,En tránsito,68,13.71,CLI-040
ORD-06429,ABC-001,Lima Centro,San Isidro,4868.63,2025-08-11 11:26:00,En tránsito,29,10.96,CLI-011
ORD-06430,ABC-001,Callao,Bellavista,258.63,2026-03-30 05:27:00,Pendiente,,5.55,CLI-049
ORD-06431,LMN-051,Lima Centro,Huancayo,4262.14,2025-03-27 06:33:00,En tránsito,833,306.55,CLI-040
ORD-06432,LMN-051,Lima Centro,Villa El Salvador,4386.24,2025-11-02 10:59:00,Completado,92,25.31,CLI-011
ORD-06433,LMN-051,Lima Centro,Comas,920.91,2025-11-25 15:17:00,Completado,82,17.17,CLI-029
ORD-06434,GHI-501,Lima Centro,Trujillo,3895.89,2025-07-07 10:06:00,Completado,1367,551.44,CLI-040
ORD-06435,QRS-200,Miraflores,Chorrillos,2477.74,2025-04-14 17:12:00,Pendiente,,7.88,CLI-050
ORD-06436,XYZ-101,Lima Centro,Trujillo,3155.67,2025-02-11 23:00:00,Completado,1229,521.99,CLI-042
ORD-06437,GHI-500,Lima Centro,Piura,1345.52,2026-02-07 06:41:00,Completado,3681,777.53,CLI-019
ORD-06438,GHI-500,Lima Centro,Piura,1691.15,2026-02-10 10:18:00,Completado,3423,898.31,CLI-019
ORD-06439,JKL-600,Lima Centro,Huancayo,2625.69,2025-12-31 20:14:00,Completado,1156,282.01,CLI-045
ORD-06440,GHI-501,Lima Centro,Comas,1001.85,2025-07-10 09:13:00,Completado,37,17.43,CLI-016
ORD-06441,DEF-400,Miraflores,Chorrillos,4925.72,2025-02-02 11:04:00,Completado,27,8.46,CLI-027
ORD-06442,TUV-301,Lima Centro,Callao,3219.59,2025-08-10 17:46:00,Pendiente,,15.93,CLI-048
ORD-06443,LMN-051,Lima Centro,Comas,2405.33,2025-05-11 15:06:00,Pendiente,,17.36,CLI-007
ORD-06444,GHI-501,Lima Centro,Callao,150.3,2025-12-07 02:02:00,Completado,66,14.04,CLI-007
ORD-06445,GHI-501,Lima Centro,Comas,4075.01,2025-06-23 11:06:00,Completado,45,18.35,CLI-015
ORD-06446,LMN-050,Lima Centro,Comas,4882.09,2025-10-12 11:58:00,Completado,50,19.57,CLI-027
ORD-06447,LMN-050,Lima Centro,Ate,1357.21,2025-07-31 23:47:00,En tránsito,47,18.81,CLI-031
ORD-06448,TUV-301,Lima Centro,Surco,1994.19,2025-01-19 08:20:00,Completado,28,12.1,CLI-029
ORD-06449,ABC-002,Lima Centro,Chiclayo,3411.02,2026-02-19 01:49:00,Completado,2917,668.05,CLI-049
ORD-06450,XYZ-102,Lima Centro,Tacna,4536.53,2025-04-02 13:34:00,Completado,3764,1353.63,CLI-026
ORD-06451,ABC-001,Lima Centro,Villa El Salvador,1077.74,2026-02-11 08:26:00,Completado,95,26.09,CLI-048
ORD-06452,LMN-051,Lima Centro,Huancayo,2249.94,2025-02-14 01:56:00,En tránsito,1390,304.05,CLI-016
ORD-06453,LMN-051,Lima Centro,San Juan de Lurigancho,731.35,2025-10-08 03:22:00,Completado,63,24.05,CLI-036
ORD-06454,JKL-600,Lima Centro,Chiclayo,951.65,2026-02-03 05:40:00,Completado,2042,612.98,CLI-028
ORD-06455,TUV-301,Miraflores,Barranco,3811.26,2025-12-13 18:14:00,Completado,10,5.03,CLI-033
ORD-06456,ABC-001,Lima Centro,Tacna,2434.43,2025-11-04 23:23:00,Pendiente,,1315.78,CLI-032
ORD-06457,TUV-301,Lima Centro,Huancayo,1125.76,2025-10-19 18:38:00,Pendiente,,301.48,CLI-007
ORD-06458,LMN-050,Lima Centro,Huancayo,2831.7,2025-03-05 20:36:00,Pendiente,,319.08,CLI-044
ORD-06459,ABC-002,Lima Centro,Trujillo,3013.19,2025-03-02 05:15:00,Completado,2689,567.84,CLI-003
ORD-06460,JKL-600,Lima Centro,Comas,1668.01,2025-07-05 10:07:00,Completado,62,18.94,CLI-014
ORD-06461,ABC-001,Lima Centro,Trujillo,696.3,2025-04-15 06:10:00,Completado,2551,580.27,CLI-038
ORD-06462,JKL-600,Lima Centro,Tacna,4679.33,2026-05-08 13:32:00,Completado,4287,1265.93,CLI-035
ORD-06463,ABC-001,San Isidro,La Molina,3576.33,2025-02-15 12:10:00,Completado,71,15.58,CLI-023
ORD-06464,GHI-500,Lima Centro,San Isidro,3087.52,2025-11-12 08:53:00,Completado,33,9.81,CLI-024
ORD-06465,QRS-201,Miraflores,Barranco,378.65,2025-02-10 00:21:00,En tránsito,15,4.55,CLI-014
ORD-06466,LMN-051,Lima Centro,Miraflores,2887.69,2026-01-31 04:29:00,Pendiente,,7.27,CLI-041
ORD-06467,QRS-200,Lima Centro,Iquitos,3068.63,2026-01-26 10:35:00,Pendiente,,1225.9,CLI-022
ORD-06468,TUV-301,Lima Centro,Piura,1418.86,2025-05-11 05:12:00,Completado,1954,821.68,CLI-048
ORD-06469,XYZ-101,Lima Centro,Surco,3231.35,2025-12-29 17:27:00,Completado,25,12.63,CLI-049
ORD-06470,ABC-001,Lima Centro,Tacna,3283.74,2025-02-25 17:02:00,Fallido,5260,1396.93,CLI-047
ORD-06471,DEF-401,Lima Centro,Tacna,563.95,2025-06-12 03:51:00,Completado,6359,1170.55,CLI-004
ORD-06472,LMN-050,Lima Centro,Iquitos,2422.03,2025-12-07 02:45:00,Completado,3271,1145.46,CLI-011
ORD-06473,ABC-002,Lima Centro,Tacna,4450.61,2026-04-11 07:50:00,En tránsito,4217,1214.66,CLI-027
ORD-06474,DEF-401,Miraflores,Barranco,2895.71,2025-06-13 22:17:00,Completado,20,5.36,CLI-019
ORD-06475,LMN-050,Miraflores,Chorrillos,676.14,2026-04-21 23:25:00,Completado,16,7.24,CLI-006
ORD-06476,XYZ-102,Lima Centro,Trujillo,4649.04,2025-11-19 08:08:00,Completado,1706,571.92,CLI-047
ORD-06477,GHI-501,Lima Centro,Cusco,4738.01,2025-06-22 20:11:00,Completado,4027,1183.8,CLI-012
ORD-06478,XYZ-101,Lima Centro,Callao,1567.97,2025-10-08 20:35:00,Completado,34,16.44,CLI-025
ORD-06479,ABC-001,Lima Centro,Cusco,3046.94,2025-05-13 05:49:00,Completado,5161,1197.17,CLI-011
ORD-06480,TUV-301,Lima Centro,Callao,2204.84,2026-03-08 14:37:00,En tránsito,61,14.24,CLI-007
ORD-06481,XYZ-102,Miraflores,Chorrillos,630.63,2025-02-08 15:21:00,En tránsito,31,7.29,CLI-043
ORD-06482,TUV-300,Callao,Bellavista,1976.92,2025-05-03 15:38:00,Fallido,20,5.77,CLI-042
ORD-06483,GHI-500,Lima Centro,Ate,1870.59,2025-09-03 11:35:00,Completado,67,19.87,CLI-032
ORD-06484,ABC-001,Lima Centro,Comas,86.6,2025-02-28 10:14:00,Completado,48,19.53,CLI-012
ORD-06485,QRS-201,Miraflores,Chorrillos,3829.29,2025-10-22 13:17:00,Pendiente,,8.67,CLI-005
ORD-06486,ABC-002,Lima Centro,Villa El Salvador,1816.07,2025-05-01 02:59:00,Pendiente,,25.47,CLI-033
ORD-06487,QRS-200,Lima Centro,Ate,3297.24,2025-10-04 22:19:00,En tránsito,49,18.79,CLI-024
ORD-06488,ABC-001,Miraflores,Barranco,4984.2,2025-01-10 18:56:00,Fallido,22,5.14,CLI-042
ORD-06489,QRS-200,Miraflores,Barranco,3220.94,2025-03-02 07:04:00,En tránsito,15,4.7,CLI-046
ORD-06490,JKL-600,Lima Centro,Cusco,4539.41,2025-02-15 06:25:00,Completado,3502,1126.98,CLI-006
ORD-06491,XYZ-102,Miraflores,Barranco,739.07,2025-04-05 16:48:00,Completado,19,4.83,CLI-014
ORD-06492,TUV-301,Miraflores,Barranco,2261.93,2025-06-14 23:11:00,Completado,22,5.11,CLI-014
ORD-06493,TUV-300,San Isidro,La Molina,1237.52,2025-07-28 11:28:00,Completado,50,15.42,CLI-023
ORD-06494,QRS-200,Lima Centro,San Juan de Lurigancho,1506.29,2025-11-08 15:00:00,Completado,108,24.0,CLI-019
ORD-06495,ABC-002,Lima Centro,San Isidro,1651.15,2026-04-21 22:50:00,Completado,42,9.08,CLI-020
ORD-06496,JKL-600,San Isidro,La Molina,4735.4,2025-09-15 06:00:00,Pendiente,,16.17,CLI-001
ORD-06497,XYZ-102,Lima Centro,Surco,3271.17,2025-03-14 15:40:00,Completado,24,12.17,CLI-017
ORD-06498,TUV-301,Lima Centro,Surco,3161.25,2025-12-12 11:08:00,Fallido,37,11.28,CLI-027
ORD-06499,JKL-600,Miraflores,Barranco,4374.96,2026-04-23 04:46:00,Completado,11,5.45,CLI-017
ORD-06500,QRS-200,Miraflores,Chorrillos,2572.87,2025-04-14 12:31:00,Pendiente,,8.71,CLI-031
ORD-06501,QRS-200,Lima Centro,Tacna,2422.75,2025-09-03 21:19:00,Pendiente,,1392.43,CLI-012
ORD-06502,GHI-500,Lima Centro,Cusco,490.53,2025-07-29 22:12:00,Completado,2417,1135.79,CLI-015
ORD-06503,DEF-401,Lima Centro,Comas,2773.23,2026-02-01 17:47:00,Completado,79,16.69,CLI-007
ORD-06504,ABC-002,Lima Centro,Trujillo,3034.98,2025-11-25 13:42:00,Completado,2520,537.33,CLI-019
ORD-06505,DEF-401,Lima Centro,Tacna,2325.32,2025-02-18 17:22:00,Completado,3066,1279.84,CLI-008
ORD-06506,LMN-051,Lima Centro,Arequipa,4874.68,2026-02-12 06:34:00,En tránsito,2849,930.05,CLI-002
ORD-06507,LMN-051,Lima Centro,Arequipa,3567.93,2025-04-05 05:32:00,Completado,3375,914.33,CLI-050
ORD-06508,JKL-600,Lima Centro,San Isidro,1874.62,2025-10-17 12:24:00,En tránsito,22,9.34,CLI-013
ORD-06509,JKL-600,Lima Centro,San Juan de Lurigancho,2758.45,2026-05-04 14:33:00,En tránsito,83,21.27,CLI-003
ORD-06510,GHI-500,Lima Centro,Arequipa,1151.74,2025-04-08 01:52:00,Completado,4110,1047.18,CLI-031
ORD-06511,GHI-501,Lima Centro,San Isidro,4222.75,2025-01-26 04:30:00,Completado,26,9.28,CLI-015
ORD-06512,LMN-051,Lima Centro,Piura,3526.04,2026-05-07 11:40:00,En tránsito,3161,904.54,CLI-045
ORD-06513,XYZ-102,Lima Centro,Comas,276.26,2025-03-20 01:29:00,Completado,44,16.94,CLI-024
ORD-06514,LMN-051,Lima Centro,Iquitos,384.71,2025-04-25 18:34:00,Completado,4622,1247.7,CLI-016
ORD-06515,XYZ-102,Lima Centro,Tacna,2728.32,2026-01-26 23:30:00,Completado,6185,1341.97,CLI-039
ORD-06516,GHI-501,Lima Centro,San Juan de Lurigancho,824.04,2025-08-28 12:28:00,Completado,106,21.52,CLI-041
ORD-06517,GHI-500,Lima Centro,Iquitos,4369.15,2025-04-04 04:37:00,En tránsito,5173,1283.48,CLI-027
ORD-06518,QRS-200,Miraflores,Chorrillos,1727.1,2025-05-11 21:16:00,Completado,35,7.63,CLI-002
ORD-06519,DEF-400,Lima Centro,Cusco,3397.42,2025-01-12 12:33:00,Completado,2632,1282.65,CLI-041
ORD-06520,DEF-401,Miraflores,Barranco,2223.26,2025-11-11 20:07:00,Fallido,18,4.55,CLI-038
ORD-06521,LMN-050,Lima Centro,Piura,1226.2,2025-04-17 00:48:00,Completado,1712,874.97,CLI-038
ORD-06522,DEF-401,Lima Centro,Surco,2771.07,2026-04-05 02:37:00,Pendiente,,12.61,CLI-005
ORD-06523,ABC-001,Lima Centro,Trujillo,4993.47,2025-05-08 06:01:00,Completado,2132,577.83,CLI-018
ORD-06524,XYZ-102,Lima Centro,Huancayo,4242.19,2025-01-28 09:18:00,Pendiente,,280.25,CLI-007
ORD-06525,TUV-300,Lima Centro,Huancayo,1440.8,2025-10-13 20:00:00,Completado,727,327.1,CLI-017
ORD-06526,XYZ-102,Lima Centro,Surco,4895.81,2025-07-29 02:43:00,En tránsito,37,13.11,CLI-012
ORD-06527,GHI-501,San Isidro,La Molina,617.56,2025-09-24 23:33:00,Fallido,64,16.17,CLI-042
ORD-06528,ABC-001,Lima Centro,Arequipa,4895.71,2025-05-04 16:06:00,Completado,2587,1047.23,CLI-031
ORD-06529,XYZ-101,Miraflores,Barranco,2101.26,2025-05-05 15:26:00,Completado,23,5.23,CLI-039
ORD-06530,GHI-500,San Isidro,La Molina,2693.61,2025-06-17 04:23:00,Completado,71,15.08,CLI-006
ORD-06531,ABC-002,Lima Centro,Arequipa,2086.27,2025-09-10 16:04:00,Completado,4979,1057.47,CLI-018
ORD-06532,GHI-501,Lima Centro,Arequipa,990.82,2025-09-14 08:51:00,Completado,3436,1036.93,CLI-040
ORD-06533,TUV-301,Lima Centro,Miraflores,3261.97,2025-02-21 01:56:00,En tránsito,20,8.7,CLI-034
ORD-06534,ABC-002,Miraflores,Chorrillos,4582.72,2026-03-06 03:35:00,En tránsito,24,8.52,CLI-004
ORD-06535,LMN-051,Lima Centro,Surco,1287.41,2025-01-24 04:12:00,Completado,51,11.61,CLI-038
ORD-06536,LMN-050,Lima Centro,Cusco,4811.13,2025-09-19 18:00:00,Completado,2750,1209.08,CLI-009
ORD-06537,QRS-200,Lima Centro,Ate,2006.3,2025-04-27 02:25:00,Completado,69,18.57,CLI-007
ORD-06538,TUV-300,Lima Centro,Cusco,2802.17,2025-04-03 14:33:00,Completado,5626,1289.0,CLI-033
ORD-06539,TUV-301,Lima Centro,Trujillo,1033.85,2025-10-07 02:54:00,Pendiente,,599.98,CLI-015
ORD-06540,ABC-002,Miraflores,Barranco,112.49,2026-04-05 14:47:00,Completado,10,5.32,CLI-048
ORD-06541,TUV-300,San Isidro,La Molina,864.82,2025-01-01 20:35:00,Completado,31,13.78,CLI-008
ORD-06542,JKL-600,Lima Centro,San Isidro,4285.99,2026-03-06 16:11:00,En tránsito,29,10.66,CLI-020
ORD-06543,QRS-201,Lima Centro,Ate,2686.0,2026-01-25 09:19:00,Completado,62,20.35,CLI-010
ORD-06544,GHI-500,Miraflores,Chorrillos,127.71,2025-04-24 09:37:00,Completado,38,7.23,CLI-006
ORD-06545,XYZ-102,Lima Centro,Huancayo,1419.95,2025-09-27 23:46:00,Completado,1148,270.43,CLI-017
ORD-06546,ABC-001,Lima Centro,Surco,1111.66,2025-02-15 21:05:00,En tránsito,31,11.86,CLI-025
ORD-06547,QRS-200,Lima Centro,Cusco,3442.13,2025-01-03 12:44:00,Completado,5747,1176.46,CLI-047
ORD-06548,XYZ-101,San Isidro,La Molina,3989.77,2025-06-09 22:34:00,Fallido,60,16.42,CLI-039
ORD-06549,GHI-501,Lima Centro,Piura,4432.53,2025-09-29 09:49:00,Completado,3034,852.02,CLI-035
ORD-06550,LMN-050,Lima Centro,Cusco,4489.07,2025-11-06 04:14:00,Completado,5210,1093.38,CLI-024
ORD-06551,XYZ-101,Lima Centro,Trujillo,460.56,2026-04-19 09:31:00,Completado,2347,519.47,CLI-037
ORD-06552,TUV-301,Lima Centro,Arequipa,418.18,2025-11-29 12:09:00,Fallido,2076,901.52,CLI-043
ORD-06553,DEF-401,San Isidro,La Molina,829.97,2026-04-17 09:07:00,Completado,51,14.08,CLI-040
ORD-06554,GHI-501,Lima Centro,Callao,2658.79,2025-01-29 22:51:00,Completado,47,14.63,CLI-029
ORD-06555,XYZ-102,Lima Centro,Comas,4219.41,2025-10-07 11:50:00,Completado,65,18.05,CLI-017
ORD-06556,JKL-600,Lima Centro,Miraflores,1862.62,2025-06-06 15:02:00,Fallido,34,7.93,CLI-011
ORD-06557,DEF-401,Lima Centro,Arequipa,1427.4,2026-05-08 11:24:00,Completado,4570,1036.12,CLI-021
ORD-06558,GHI-500,Lima Centro,Cusco,4725.72,2025-08-23 03:21:00,Completado,4050,1313.07,CLI-008
ORD-06559,DEF-400,Lima Centro,Comas,137.58,2025-09-11 00:06:00,Completado,64,17.42,CLI-034
ORD-06560,TUV-301,Lima Centro,Huancayo,4051.17,2025-07-08 18:27:00,Completado,1041,318.24,CLI-027
ORD-06561,QRS-200,Lima Centro,San Juan de Lurigancho,437.0,2026-03-23 10:08:00,Completado,66,19.92,CLI-046
ORD-06562,DEF-400,Lima Centro,Ate,1327.86,2026-03-23 19:51:00,Completado,77,18.19,CLI-034
ORD-06563,DEF-400,Lima Centro,Arequipa,2606.83,2025-08-09 21:48:00,Completado,4007,1091.26,CLI-049
ORD-06564,TUV-301,Lima Centro,Callao,4377.39,2025-04-15 08:09:00,Fallido,37,16.02,CLI-035
ORD-06565,ABC-002,Callao,Bellavista,3574.24,2026-02-28 03:44:00,Completado,24,5.66,CLI-038
ORD-06566,ABC-001,Lima Centro,Iquitos,284.83,2025-04-22 00:36:00,Completado,2449,1197.6,CLI-027
ORD-06567,TUV-301,Callao,Bellavista,3323.88,2026-03-03 23:58:00,Completado,28,5.42,CLI-020
ORD-06568,GHI-501,Lima Centro,Miraflores,1792.13,2025-08-10 10:47:00,Fallido,16,8.08,CLI-003
ORD-06569,JKL-600,Lima Centro,Tacna,2331.71,2025-06-16 19:03:00,Completado,3157,1326.48,CLI-001
ORD-06570,TUV-301,San Isidro,La Molina,3825.37,2025-07-22 19:54:00,Completado,33,16.23,CLI-034
ORD-06571,XYZ-102,Lima Centro,Villa El Salvador,1932.94,2025-08-04 08:33:00,En tránsito,106,24.54,CLI-027
ORD-06572,QRS-201,Lima Centro,San Isidro,4433.05,2025-04-10 12:28:00,Completado,40,9.91,CLI-046
ORD-06573,TUV-301,Lima Centro,Trujillo,3547.7,2025-11-03 13:45:00,Completado,2622,597.67,CLI-012
ORD-06574,TUV-301,Lima Centro,Cusco,2337.59,2025-07-03 08:45:00,En tránsito,4344,1209.57,CLI-047
ORD-06575,LMN-051,Lima Centro,San Isidro,4170.48,2025-05-16 03:44:00,En tránsito,24,10.59,CLI-049
ORD-06576,LMN-051,Lima Centro,Chiclayo,4663.5,2025-01-20 17:51:00,Completado,3200,590.32,CLI-028
ORD-06577,GHI-500,Lima Centro,San Juan de Lurigancho,4351.11,2026-03-08 17:05:00,Completado,79,23.65,CLI-035
ORD-06578,TUV-301,Lima Centro,Iquitos,3592.36,2026-04-14 12:28:00,En tránsito,4259,1287.35,CLI-007
ORD-06579,ABC-001,Lima Centro,Ate,2219.28,2025-02-27 18:12:00,Fallido,71,19.11,CLI-046
ORD-06580,GHI-501,Lima Centro,San Isidro,3135.93,2025-03-28 00:06:00,Completado,27,10.31,CLI-035
ORD-06581,GHI-500,Miraflores,Barranco,4647.63,2026-03-31 23:11:00,Completado,18,5.44,CLI-020
ORD-06582,DEF-400,Lima Centro,Callao,3651.91,2025-04-01 09:30:00,Completado,53,15.89,CLI-029
ORD-06583,XYZ-102,Lima Centro,San Juan de Lurigancho,284.75,2025-12-06 05:30:00,Completado,104,22.71,CLI-001
ORD-06584,TUV-300,Lima Centro,Ate,1452.39,2026-02-02 09:19:00,Completado,63,21.61,CLI-049
ORD-06585,TUV-301,Lima Centro,San Juan de Lurigancho,1643.3,2026-05-15 23:02:00,Fallido,101,24.02,CLI-025
ORD-06586,XYZ-102,Lima Centro,Iquitos,333.33,2025-09-07 14:51:00,Completado,4984,1296.63,CLI-037
ORD-06587,TUV-301,Lima Centro,Callao,3223.01,2025-02-08 22:55:00,Completado,62,16.41,CLI-042
ORD-06588,ABC-002,Lima Centro,Piura,2353.59,2026-02-26 08:25:00,Fallido,2837,866.44,CLI-024
ORD-06589,QRS-200,Lima Centro,Surco,3658.97,2025-01-21 06:45:00,Completado,54,11.19,CLI-031
ORD-06590,XYZ-101,Lima Centro,Cusco,2657.03,2025-01-30 23:40:00,Completado,4542,1163.15,CLI-049
ORD-06591,ABC-001,Lima Centro,Huancayo,4030.53,2025-06-25 11:01:00,Pendiente,,315.91,CLI-020
ORD-06592,JKL-600,San Isidro,La Molina,1903.14,2025-08-07 12:43:00,Completado,40,14.85,CLI-011
ORD-06593,QRS-201,Lima Centro,Chiclayo,1630.62,2025-03-21 05:01:00,Completado,1619,658.87,CLI-036
ORD-06594,ABC-002,Lima Centro,Villa El Salvador,3734.21,2025-01-12 10:12:00,Completado,84,25.71,CLI-046
ORD-06595,DEF-400,Lima Centro,Cusco,4175.56,2025-01-15 21:29:00,En tránsito,3065,1116.64,CLI-047
ORD-06596,XYZ-102,San Isidro,La Molina,3257.85,2025-11-08 06:53:00,Completado,64,16.17,CLI-031
ORD-06597,QRS-200,Callao,Bellavista,1970.44,2025-09-01 19:59:00,Completado,16,6.05,CLI-014
ORD-06598,QRS-200,Lima Centro,San Juan de Lurigancho,3265.21,2026-05-11 09:32:00,Completado,62,22.27,CLI-033
ORD-06599,GHI-501,Lima Centro,Iquitos,3186.17,2026-03-31 15:28:00,En tránsito,3692,1148.59,CLI-023
ORD-06600,GHI-501,Lima Centro,Piura,1531.53,2026-01-19 14:35:00,Completado,2647,779.92,CLI-045
ORD-06601,QRS-200,Lima Centro,Huancayo,2713.89,2025-03-12 14:36:00,Completado,817,277.65,CLI-042
ORD-06602,XYZ-101,Lima Centro,Tacna,958.77,2026-05-03 11:05:00,En tránsito,4154,1305.56,CLI-014
ORD-06603,XYZ-102,Miraflores,Chorrillos,1334.96,2025-10-09 14:30:00,Completado,28,8.2,CLI-018
ORD-06604,QRS-201,Miraflores,Barranco,4706.77,2025-09-02 21:31:00,Completado,16,5.28,CLI-038
ORD-06605,TUV-300,Lima Centro,Trujillo,2222.27,2025-02-09 00:12:00,En tránsito,1211,580.37,CLI-012
ORD-06606,DEF-400,Lima Centro,Chiclayo,2719.85,2025-10-19 13:03:00,Completado,3006,688.29,CLI-043
ORD-06607,ABC-001,Lima Centro,Cusco,1686.03,2026-01-01 09:46:00,Completado,5709,1248.7,CLI-043
ORD-06608,GHI-501,Miraflores,Chorrillos,394.88,2026-05-11 09:25:00,Completado,20,7.53,CLI-050
ORD-06609,GHI-500,Lima Centro,Arequipa,610.76,2025-09-30 23:25:00,Completado,4572,946.54,CLI-009
ORD-06610,TUV-300,Lima Centro,San Isidro,670.52,2025-02-06 21:54:00,Completado,27,10.23,CLI-042
ORD-06611,DEF-400,Lima Centro,Chiclayo,2569.57,2025-09-30 23:53:00,En tránsito,2727,625.94,CLI-007
ORD-06612,QRS-201,San Isidro,La Molina,119.68,2025-07-29 01:50:00,Completado,65,15.8,CLI-023
ORD-06613,JKL-600,Lima Centro,Huancayo,4083.42,2025-08-01 14:02:00,Completado,696,290.09,CLI-045
